Reference	ID	Tags	SupportReference	Quote	Occurrence	Note
1:3	y2uy		rc://*/ta/man/translate/figs-idiom	τοῦ γενομένου ἐκ σπέρματος Δαυεὶδ	1	Here, **from a seed of David** is an idiom that refers to a descendant of David. If it would be helpful in your language, you could use an equivalent idiom or use plain language. Alternate translation: “who was born a descendant of David” (See: [[rc://*/ta/man/translate/figs-idiom]])
1:3	rj9f		rc://*/ta/man/translate/figs-idiom	κατὰ σάρκα	1	Here, **according to the flesh** is an idiom meaning “with reference to physical descent.” If it would be helpful in your language, you could use an equivalent idiom or use plain language. Alternate translation: “according to natural descent” (See: [[rc://*/ta/man/translate/figs-idiom]])
1:4	nhz7		rc://*/ta/man/translate/figs-infostructure	τοῦ ὁρισθέντος Υἱοῦ Θεοῦ ἐν δυνάμει κατὰ Πνεῦμα ἁγιωσύνης ἐξ ἀναστάσεως νεκρῶν	1	In this verse, Paul places these phrases in the order he wants to emphasize. If it would be more natural in your language, you could change the order of these phrases, as in the UST. (See: [[rc://*/ta/man/translate/figs-infostructure]])
1:4	at5s		rc://*/ta/man/translate/figs-activepassive	τοῦ ὁρισθέντος Υἱοῦ Θεοῦ	1	If your language does not use the passive form in this way, you could express the idea in active form or in another way that is natural in your language. If you must state who did the action, Paul implies that **God** did it. Alternate translation: “whom God designated as the Son of God” (See: [[rc://*/ta/man/translate/figs-activepassive]])
1:4	cp80		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Υἱοῦ Θεοῦ	1	**Son of God** is an important title that describes the relationship between **God** and **Jesus**. (See: [[rc://*/ta/man/translate/guidelines-sonofgodprinciples]])
1:4	h32u		rc://*/ta/man/translate/figs-explicit	ὁρισθέντος Υἱοῦ Θεοῦ ἐν δυνάμει	1	Here, **in power** could refer to: (1) the means by which God designated Jesus as the Son of God. Alternate translation: “who was designated the Son of God by means of power” (2) a new level of power God gave to the Son of God. Alternate translation: “who was designated as the powerful Son of God” (See: [[rc://*/ta/man/translate/figs-explicit]])
1:4	m89w		rc://*/ta/man/translate/figs-possession	Πνεῦμα ἁγιωσύνης	1	Paul is using the possessive form to describe God’s **Spirit** that is characterized by **holiness**. This refers to the Holy Spirit. If it would be helpful in your language, you could use a different expression, as in the UST. (See: [[rc://*/ta/man/translate/figs-possession]])
1:4	js9m		rc://*/ta/man/translate/figs-abstractnouns	ἐξ ἀναστάσεως νεκρῶν	1	If your language does not use an abstract noun for the idea of **resurrection**, you could express the same idea with a different form. Alternate translation: “by being resurrected from the dead ones” (See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:4	h97z		rc://*/ta/man/translate/figs-idiom	νεκρῶν	1	Here, the phrase translated **of dead ones** refers to dead people. If it would be helpful in your language, you could express the meaning plainly. Alternate translation: “from among dead people” (See: [[rc://*/ta/man/translate/figs-idiom]])
1:4	zvql		rc://*/ta/man/translate/figs-possession	νεκρῶν	1	Paul is using the possessive form to describe the place from where **Jesus** was resurrected. If it would be helpful in your language, you could use a different expression. Alternate translation: “from death” or “from among the dead ones” (See: [[rc://*/ta/man/translate/figs-possession]])
1:4	brej		rc://*/ta/man/translate/figs-exclusive	ἡμῶν	1	Here, **our** refers to all Christians, so it is inclusive. Your language may require you to mark these forms. (See: [[rc://*/ta/man/translate/figs-exclusive]])
1:5	ww9a		rc://*/ta/man/translate/figs-explicit	δι’ οὗ	1	Here, **whom** refers to Jesus. If it would be helpful in your language, you could state this explicitly. Alternate translation: “through Jesus” (See: [[rc://*/ta/man/translate/figs-explicit]])
1:5	jr9e		rc://*/ta/man/translate/figs-abstractnouns	δι’ οὗ ἐλάβομεν χάριν καὶ ἀποστολὴν	1	If your language does not use abstract nouns for the ideas of **grace** and **apostleship**, you could express the same ideas in another way. Alternate translation: “he who acted kindly toward us and made us his apostles” (See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:5	mosg		rc://*/ta/man/translate/figs-exclusive	ἐλάβομεν	1	Here, **we** is exclusive, and your language may require you to mark this form. It could refer to: (1) Paul and other apostles, as in the UST. (2) Paul speaking about himself in a plural form. Alternate translation: “I received” (See: [[rc://*/ta/man/translate/figs-exclusive]])
1:5	mv5n		rc://*/ta/man/translate/grammar-connect-logic-goal	εἰς	1	Here, **for** introduces a purpose clause. Paul is stating the purpose for which Jesus made Paul and other people his apostles. Use a natural way in your language to introduce a purpose clause. Alternate translation: “for the purpose of” (See: [[rc://*/ta/man/translate/grammar-connect-logic-goal]])
1:5	krzj		rc://*/ta/man/translate/figs-abstractnouns	εἰς ὑπακοὴν πίστεως ἐν πᾶσιν τοῖς ἔθνεσιν	1	If your language does not use abstract nouns for the ideas of **obedience** and **faith**, you could express the same ideas in another way. Alternate translation: “for people to faithfully obey Jesus among all the Gentiles” (See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:5	cf3g		rc://*/ta/man/translate/figs-possession	εἰς ὑπακοὴν πίστεως	1	Here, **obedience of faith** could refer to: (1) obedience that is characterized by trust in God. Alternate translation: “for obedience by trusting in God” or “obedience that comes from trusting in God” (2) obedience that results from trusting in God. Alternate translation: “faith that results in obedience” (See: [[rc://*/ta/man/translate/figs-possession]])
1:5	eem9		rc://*/ta/man/translate/figs-explicit	ἐν πᾶσιν τοῖς ἔθνεσιν	1	Here, **the Gentiles** could refer to: (1) the nations. Use this interpretation if you interpreted **we** to refer to all the apostles and retained it in your translation. Alternate translation: “among all people groups” (2) non-Jewish people groups. Use this interpretation if you interpreted **we** to refer only to Paul and translated it as “I”. Alternate translation: “among all non-Jewish people” (See: [[rc://*/ta/man/translate/figs-explicit]])
1:5	rd3v		rc://*/ta/man/translate/figs-infostructure	ἐλάβομεν χάριν καὶ ἀποστολὴν εἰς ὑπακοὴν πίστεως ἐν πᾶσιν τοῖς ἔθνεσιν ὑπὲρ τοῦ ὀνόματος αὐτοῦ	1	If it would be more natural in your language, you could change the order of these phrases. Alternate translation: “we received grace and apostleship for the sake of his name, for obedience of the faith among all the Gentiles” (See: [[rc://*/ta/man/translate/figs-infostructure]])
1:5	sxc7		rc://*/ta/man/translate/figs-metonymy	ὑπὲρ τοῦ ὀνόματος αὐτοῦ	1	Here, **name** could refer to: (1) Jesus himself. Alternate translation: “for the sake of Jesus” (2) Jesus’ reputation. Alternate translation: “for the sake of Jesus’ fame” (See: [[rc://*/ta/man/translate/figs-metonymy]])
1:6	xurz		rc://*/ta/man/translate/figs-explicit	ἐν οἷς	1	Here, **whom** refers to “the Gentiles” who were mentioned in the previous verse. If it would be helpful in your language, you could state this explicitly. See how you translated “the Gentiles” in the previous verse. Alternate translation: “among the nations” or “among the Gentiles” (See: [[rc://*/ta/man/translate/figs-explicit]])
1:6	sks2		rc://*/ta/man/translate/figs-yousingular	ὑμεῖς	1	In this letter, with four exceptions, the words **you** and “your” are plural and refer to the recipients of this letter, who are the believers in Rome (See [1:7](../01/07.md)). If it would be helpful in your language, you could state this explicitly. Alternate translation: “you believers in Christ at Rome” (See: [[rc://*/ta/man/translate/figs-yousingular]])
1:6	qq9z		rc://*/ta/man/translate/figs-possession	κλητοὶ Ἰησοῦ Χριστοῦ	1	Paul is using the possessive form to describe **called ones** who were called by **Jesus Christ**. If it would be helpful in your language, you could use a different expression. Alternate translation: “ones called by Jesus Christ” (See: [[rc://*/ta/man/translate/figs-possession]])
1:7	z85a		rc://*/ta/man/translate/figs-123person	πᾶσιν τοῖς οὖσιν ἐν Ῥώμῃ	1	In this culture, after giving their own names, letter writers would then say to whom they were writing, and they would name those people in the third person. If that would be confusing in your language, you could use the second person. Alternate translation: “To all of you who are in Rome” (See: [[rc://*/ta/man/translate/figs-123person]])
1:7	zfwq		rc://*/ta/man/translate/figs-nominaladj	ἀγαπητοῖς Θεοῦ	1	Paul is using the adjective **beloved** as a noun in order to describe the church at Rome. If your language does not use adjectives in the same way, you could translate this with a noun phrase. Alternate translation: “people who are loved of God” (See: [[rc://*/ta/man/translate/figs-nominaladj]])
1:7	rkdh		rc://*/ta/man/translate/figs-possession	ἀγαπητοῖς Θεοῦ	1	Paul is using the possessive form to describe the **beloved** who are loved by **God**. If it would be helpful in your language, you could use a different expression. Alternate translation: “loved by God” (See: [[rc://*/ta/man/translate/figs-possession]])
1:7	v8bl		rc://*/ta/man/translate/translate-blessing	χάρις ὑμῖν καὶ εἰρήνη ἀπὸ Θεοῦ Πατρὸς ἡμῶν καὶ Κυρίου Ἰησοῦ Χριστοῦ	1	In this culture, letter writers would offer a good wish for the recipient before introducing the main business of the letter. Use a form in your language that makes it clear that this is a greeting and blessing. Alternate translation: “May God our Father and the Lord Jesus Christ give you grace and peace” (See: [[rc://*/ta/man/translate/translate-blessing]])
1:7	ys4e		rc://*/ta/man/translate/figs-abstractnouns	χάρις ὑμῖν καὶ εἰρήνη ἀπὸ Θεοῦ Πατρὸς ἡμῶν καὶ Κυρίου Ἰησοῦ Χριστοῦ	1	If your language does not use abstract nouns for the ideas of **grace** and **peace**, you could express the same ideas in another way. Alternate translation: “May God our Father and the Lord Jesus Christ show his gracious acts to you and make you feel peaceful” (See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:7	d8pa		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Θεοῦ Πατρὸς ἡμῶν καὶ Κυρίου Ἰησοῦ Χριστοῦ	1	The word **Father** here is an important title that describes the relationship between God and Jesus and the relationship between God and believers. Alternate translation: “our Father God and the Lord Jesus, the Christ” (See: [[rc://*/ta/man/translate/guidelines-sonofgodprinciples]])
1:7	j61d		rc://*/ta/man/translate/figs-exclusive	Πατρὸς ἡμῶν	1	When Paul writes **our** here, he is speaking of himself and his readers, so **our** would be inclusive. Your language may require you to mark this form. Alternate translation: “who is the Father of us Christians” (See: [[rc://*/ta/man/translate/figs-exclusive]])
1:8	yrau		rc://*/ta/man/translate/grammar-connect-logic-result	πρῶτον μὲν εὐχαριστῶ τῷ Θεῷ μου διὰ Ἰησοῦ Χριστοῦ περὶ πάντων ὑμῶν, ὅτι ἡ πίστις ὑμῶν καταγγέλλεται ἐν ὅλῳ τῷ κόσμῳ.	1	If it would be more natural in your language, you could change the order of these clauses, since the second clause gives the reason for the result that the first clause describes. Alternate translation: “Because your faith is being proclaimed throughout the whole world, I first want to thank my God through Jesus Christ” (See: [[rc://*/ta/man/translate/grammar-connect-logic-result]])
1:8	totr		rc://*/ta/man/translate/grammar-connect-words-phrases	πρῶτον μὲν	1	**First** here indicates that Paul has finished his introduction to the letter, and what follows is the beginning of the content of the letter. If it would be helpful in your language, you could state this explicitly. Alternate translation: “The first thing I want to say is” (See: [[rc://*/ta/man/translate/grammar-connect-words-phrases]])
1:8	tdsj		rc://*/ta/man/translate/figs-possession	τῷ Θεῷ μου	1	Paul is using the possessive form **my God** to express that he belongs to **God**. Paul does not mean that he owns God. If it would be helpful in your language, you could use a different expression. Alternate translation: “the God I belong to” or “the God that owns me” (See: [[rc://*/ta/man/translate/figs-possession]])
1:8	bphf		rc://*/ta/man/translate/figs-abstractnouns	ἡ πίστις ὑμῶν	1	If your language does not use an abstract noun for the idea of **faith**, you could express the same idea in another way. Alternate translation: “the way you trust in Christ” (See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:8	efqs		rc://*/ta/man/translate/figs-activepassive	ἡ πίστις ὑμῶν καταγγέλλεται	1	If your language does not use the passive form in this way, you can state this in active form or in another way that is natural in your language. The context indicates that other believers are proclaiming how great the faith of the Roman believers is. Alternate translation: “other people are proclaiming your faith” (See: [[rc://*/ta/man/translate/figs-activepassive]])
1:8	k7qf		rc://*/ta/man/translate/figs-hyperbole	ἐν ὅλῳ τῷ κόσμῳ	1	Here, **the whole world** is an exaggeration that refers to all the parts of the world that were familiar to Paul and his readers, particularly the Roman Empire. Paul is not referring to every place on the planet. If it would be helpful in your language, you could express the meaning plainly. Alternate translation: “across the known world” or “wherever the Roman Empire is” (See: [[rc://*/ta/man/translate/figs-hyperbole]])
1:9	c7pa		rc://*/ta/man/translate/grammar-connect-logic-result	γάρ	1	**For** indicates that what follows is the reason why Paul could say in the previous verse that he thanks God for the Roman believers. Use a natural way in your language for indicating a reason. Alternate translation: “You can be sure this is true because” (See: [[rc://*/ta/man/translate/grammar-connect-logic-result]])
1:9	twht		rc://*/ta/man/translate/figs-infostructure	μάρτυς & μού ἐστιν ὁ Θεός, ᾧ λατρεύω ἐν τῷ πνεύματί μου ἐν τῷ εὐαγγελίῳ τοῦ Υἱοῦ αὐτοῦ, ὡς ἀδιαλείπτως μνείαν ὑμῶν ποιοῦμαι	1	If it would be more natural in your language, you could change the order of these clauses and make a new sentence, if you need to do so. Alternate translation: “God is my witness how I continually make mention of you. I serve him in my spirit in the gospel of his Son” (See: [[rc://*/ta/man/translate/figs-infostructure]])
1:9	dx6p		rc://*/ta/man/translate/figs-distinguish	μάρτυς & μού & ᾧ λατρεύω ἐν τῷ πνεύματί μου ἐν τῷ εὐαγγελίῳ τοῦ Υἱοῦ αὐτοῦ	1	This phrase gives further information about **God**. If it would be helpful in your language, you could make the relationship between these phrases clearer. Alternate translation: “my witness, and I serve him in my spirit in the gospel of his Son” (See: [[rc://*/ta/man/translate/figs-distinguish]])
1:9	ll1e		rc://*/ta/man/translate/figs-abstractnouns	μάρτυς & μού	1	If your language does not use an abstract noun for the idea of **witness**, you could express the same idea in another way. Alternate translation: “the one who testifies about me” (See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:9	ydnc		rc://*/ta/man/translate/figs-explicit	ἐν τῷ πνεύματί μου	1	Here, **spirit** refers to the inner person, which is what a person thinks and feels. Paul means that he serves God with complete devotion. If it would be helpful in your language, you could state this explicitly. Alternative translation: “with my whole heart” or “wholeheartedly” (See: [[rc://*/ta/man/translate/figs-explicit]])
1:9	ih0v		rc://*/ta/man/translate/figs-explicit	ἐν τῷ εὐαγγελίῳ	1	Here, **in** indicates the means by which Paul served God and **gospel** refers specifically to proclaiming the **gospel**. If it would be helpful in your language, you could state this explicitly. Alternate translation: “by proclaiming the gospel” (See: [[rc://*/ta/man/translate/figs-explicit]])
1:9	o66d		rc://*/ta/man/translate/figs-possession	ἐν τῷ εὐαγγελίῳ τοῦ Υἱοῦ αὐτοῦ	1	Paul is using the possessive form to describe the **gospel** that is about God’s **Son**. If it would be helpful in your language, you could use a different expression. Alternate translation: “in the gospel about his Son” (See: [[rc://*/ta/man/translate/figs-possession]])
1:9	r2l5		rc://*/ta/man/translate/guidelines-sonofgodprinciples	Υἱοῦ	1	**Son** is an important title for Jesus, the **Son** of God. (See: [[rc://*/ta/man/translate/guidelines-sonofgodprinciples]])
1:9	f9p2		rc://*/ta/man/translate/figs-hyperbole	ἀδιαλείπτως	1	Here, **continually** is an exaggeration that emphasizes how frequently Paul prayed for the church at Rome. Paul does not mean that he spends all of his time praying for them. If it would be helpful in your language, you could use plain language and express the emphasis in another way. Alternate translation: “I regularly” or “I habitually” (See: rc://*/ta/man/translate/figs-hyperbole)
1:9	vtuq		rc://*/ta/man/translate/figs-idiom	μνείαν ὑμῶν ποιοῦμαι	1	Here, **making mention** is an idiom for praying. If it would be helpful in your language, you could use an equivalent idiom or use plain language. Alternate translation: “I am … praying for you” (See: [[rc://*/ta/man/translate/figs-idiom]])
1:10	mdc8		rc://*/ta/man/translate/figs-doublet	πάντοτε ἐπὶ τῶν προσευχῶν μου, δεόμενος	1	This phrase means the same thing as “I continually make mention of you” in the previous verse. Paul uses them to emphasize how intensely he prays that God will allow him to visit the church at Rome. If your language does not use repetition to do this, you could use one phrase for the similar passage in the previous verse and in this verse provide emphasis in another way. Alternate translation: “in all my prayers, I beg God” (See: [[rc://*/ta/man/translate/figs-doublet]])
1:10	oi0x		rc://*/ta/man/translate/figs-hyperbole	πάντοτε	1	Here, the word **always** is an exaggeration that figuratively expresses the frequency of Paul’s prayers to God for the church at Rome. Paul does not mean that he spends all of his time praying for them. If it would be helpful in your language, you could use plain language and express the emphasis in another way. Alternate translation: “frequently” (See: [[rc://*/ta/man/translate/figs-hyperbole]])
1:10	b5wy		rc://*/ta/man/translate/figs-abstractnouns	ἐν τῷ θελήματι τοῦ Θεοῦ	1	If your language does not use an abstract noun for the idea of **will**, you could express the same idea in another way. Alternate translation: “because God wills for me” or “because God wants me”(See: [[rc://*/ta/man/translate/figs-abstractnouns]])
1:11	ki6h		rc://*/ta/man/translate/grammar-connect-logic-result	γὰρ	1	**For** here indicates that this is a reason clause. Paul is indicating why he constantly prays to visit the church at Rome in [1:9–10](../01/09.md). Use a natural way in your language for indicating a reason. Alternate translation: “I am always requesting this because” (See: [[rc://*/ta/man/translate/grammar-connect-logic-result]])
1:11	gjdu		rc://*/ta/man/translate/figs-metonymy	ἰδεῖν ὑμᾶς	1	Paul uses **see** to describe not only seeing the Christians in Rome, but also visiting them and spending time with them. If it would be helpful in your language, you could use an equivalent expression or plain language. Alternate translation: “to visit you” (See: [[rc://*/ta/man/translate/figs-metonymy]])
