PHP	front	intro	pv9j	PHP_front_intro_pv9j		# Introduction à Philippiens<br><br>## Partie 1 : Introduction générale<br><br>### Aperçu de la Lettre aux Philippiens<br><br>1. Salut, action de grâce et prière (1:1-11)<br>2. Rapport de Paul sur son ministère (1:12-26)<br>3. Instructions<br>    - Être inébranlable (1:27-30)<br>    - Être uni (2:1-2)<br>    - Être humble (2:3-11)<br>    - Travailler à notre salut, Dieu agissant en vous (2:12-13)<br>    - Être innocent et être une lumière (2:14-18)<br>4. Timothée et Épaphrodite (2:19-30)<br>5. Mise en garde contre les faux enseignants (3:1-4:1)<br>6. Instruction personnelle (4:2-5)<br>7. Réjouissez-vous et ne soyez pas anxieux (4:4-6)<br>8. Remarques finales<br>    - Valeurs (4:8-9)<br>    - Le contentement (4:10-20)<br>    - Salutations finales (4:21-23)<br><br>### Qui a écrit la Lettre aux Philippiens ?<br><br>Paul a écrit la lettre aux Philippiens. Paul était de la ville de Tarse. Il avait été connu sous le nom de Saul dans sa jeunesse. Avant de devenir chrétien, Paul était pharisien. Il a persécuté les chrétiens. Après être devenu chrétien, il a voyagé plusieurs fois à travers l’Empire romain pour parler de Jésus.<br><br>Paul a écrit cette lettre alors qu’il était en prison à Rome.<br><br>### De quoi parle la Lettre aux Philippiens ?<br><br>Paul a écrit cette lettre aux croyants de Philippes, une ville de Macédoine. Il l’a écrite pour remercier les Philippiens du cadeau qu’ils lui avaient envoyé. Il voulait leur dire comment il allait en prison et les encourager à se réjouir même s’ils souffrent. Il leur a écrit aussi au sujet d’un homme nommé Épaphrodite. C’est lui qui a apporté le cadeau à Paul. Lors d’une visite à Paul, Épaphrodite est tombé malade. Alors, Paul a décidé de le renvoyer à Philippes. Paul a encouragé les croyants de Philippes à accueillir et à être gentils avec Épaphrodite à son retour.<br><br>### Comment traduire le titre de ce livre ?<br><br>Les traducteurs peuvent choisir d’appeler ce livre par son titre traditionnel, « Philippiens ». Ou ils peuvent choisir un titre plus clair, tel que « La lettre de Paul à l’Église de Philippes » ou « Une lettre aux chrétiens de Philippes ». (Pour plus d’information, voir : [[rc://fr/ta/man/translate/translate-names]])<br><br>## Partie 2 : Concepts religieux et culturels importants<br><br>### Comment était la ville de Philippes ?<br><br>Philippe, le père d’Alexandre le Grand, a fondé Philippes dans la région de Macédoine. Cela signifiait que les citoyens de Philippes étaient également considérés comme des citoyens de Rome. Les habitants de Philippes étaient fiers d’être citoyens de Rome. Mais Paul a dit aux croyants qu’ils sont citoyens du ciel (3:20).<br><br>## Partie 3 : Questions importantes relatives à la traduction<br><br>### L’usage des pronoms “tu” et “vous”<br><br>Dans ce livre, le mot, je, fait référence à Paul. Le mot, “vous”, est presque toujours au pluriel et désigne les croyants de Philippes. L’exception à cette règle est 4:3. (Pour plus d’information, voir : [[rc://fr/ta/man/translate/figs-exclusive]] et [[rc://fr/ta/man/translate/figs-you]])<br><br>### Qui étaient les “ennemis de la croix du Christ” (3:18) dans cette lettre ?<br><br>Les “ennemis de la croix du Christ” étaient probablement des personnes qui se disaient croyantes, mais qui n’obéissaient pas aux commandements de Dieu. Ils pensaient que la liberté en Christ signifiait que les croyants pouvaient faire ce qu’ils voulaient et que Dieu ne les punirait pas (3:19).<br><br>### Pourquoi les mots “joie” et “se réjouir” sont-ils souvent utilisés dans cette lettre ?<br><br>Paul était en prison lorsqu’il a écrit cette lettre (1:7). Même s’il souffrait, Paul a dit à plusieurs reprises qu’il était joyeux parce que Dieu avait été bon pour lui par Jésus-Christ. Il voulait encourager ses lecteurs à avoir la même confiance en Jésus-Christ. (Pour plus d’information, voir : [[rc://fr/ta/man/translate/figs-irony]])<br><br>### Que veut dire Paul par les expressions « en Christ », « dans le Seigneur », etc. ?<br><br>Ce genre d’expression se trouve dans 1:1, 8, 13, 14, 26, 27 ; 2:1, 5, 19, 24, 29 ; 3:1, 3, 9, 14 ; 4:1, 2, 4, 7, 10, 13, 19, 21. Paul voulait exprimer l’idée d’une union très étroite avec Christ et les croyants. Voir l’introduction de la Lettre aux Romains pour plus de détails sur ce type d’expression.<br><br>### Quels sont les problèmes majeurs dans le texte de la Lettre aux Philippiens ?<br><br>Certaines versions ont “Amen” à la fin du dernier verset de la lettre (4:23). De nombreuses versions modernes ne le font pas. Si “Amen” est inclus, il doit être mis entre crochets ([ ]) pour indiquer qu’il n’est probablement pas original dans la Lettre aux Philippiens.<br><br>(Pour plus d’information, voir: [[rc://fr/ta/man/translate/translate-textvariants]])
PHP	1	6	p2a5	PHP_1_6_p2a5	ἐπιτελέσει	Ici, **la rendra parfaite** signifie que Dieu mènera à son terme l’œuvre qu’il a commencée dans la vie des chrétiens philippiens lors de leur conversion et qu’il accomplissait actuellement par le Saint-Esprit. Si ce serait plus clair dans votre langue, vous pouvez le dire explicitement. (Pour plus d’information, voir : [[rc://fr/ta/man/translate/figs-explicit]])
PHP	1	6	p5pu	PHP_1_6_p5pu	ἡμέρας Χριστοῦ Ἰησοῦ	L’expression **le jour de Jésus-Christ** fait référence au temps futur où Jésus-Christ reviendra pour juger le monde et sauver ceux qui croient en lui. Si ce serait plus clair dans votre langue, vous pourriez le dire explicitement. Traduction alternative : “le temps où Jésus-Christ reviendra” (Pour plus d’information, voir : [[rc://fr/ta/man/translate/figs-explicit]])
PHP	1	7	sowf	PHP_1_7_sowf	τὸ ἔχειν με ἐν τῇ καρδίᾳ ὑμᾶς	La phrase, **Je vous ai dans mon cœur** est une expression qui exprime une forte affection. Si vous avez une expression équivalente qui communique correctement le sens, vous pouvez l’utiliser ici. Sinon, vous pouvez le dire en langage simple. Traduction alternative : “Je t’aime beaucoup” (Pour plus d’information, voir : [[rc://fr/ta/man/translate/figs-idiom]])
PHP	1	7	jn2s	PHP_1_7_jn2s	συνκοινωνούς μου τῆς χάριτος…ὄντας	Autre traduction : “partager en grâce avec moi”
PHP	1	7	lrs1	PHP_1_7_lrs1	δεσμοῖς	Paul se réfère à son emprisonnement à Rome en utilisant l’expression **mes chaînes**. Paul a été enchaîné à un gardien en prison et les chrétiens philippiens auraient compris que Paul faisait référence à son emprisonnement lorsqu’il a utilisé l’expression **mes chaînes** en raison de l’étroite association entre **chaînes** et être en prison. Si cette association n’est pas claire dans votre langue, vous pouvez utiliser une expression équivalente ou un langage simple. Traduction alternative : “mon emprisonnement”. (Pour plus d’information, voir : [[rc://fr/ta/man/translate/figs-metonymy]])
PHP	1	8	sf3a	PHP_1_8_sf3a	μάρτυς…μου ὁ Θεός	“Dieu sait” ou “Dieu comprend”
PHP	1	8	xun1	PHP_1_8_xun1	ἐν σπλάγχνοις Χριστοῦ Ἰησοῦ	Le mot grec traduit par **parties intérieures** est un terme qui fait référence aux organes du corps, en particulier aux intestins, au foie, aux poumons et au cœur. Paul utilise **parties intérieures** au sens figuré pour désigner l’amour ou l’affection. Vous pouvez utiliser la partie du corps qui représente le siège de l’affection dans votre langue, ou utiliser le sens ordinaire. Traduction alternative : “avec le cœur de Jésus-Christ” ou “avec l’affection de Jésus-Christ” (Pour plus d’information, voir : [[rc://fr/ta/man/translate/figs-idiom]])
PHP	1	9	v2rw	PHP_1_9_v2rw		Paul prie pour les croyants de Philippes et parle de la joie qu’il y a à souffrir pour le Seigneur.
PHP	1	9	l2jl	PHP_1_9_l2jl	περισσεύῃ	Paul parle de l’amour comme s’il s’agissait d’objets que les gens pourraient obtenir en plus grande quantité. Traduction alternative : “peut augmenter” (pour plus d’information, voir : [[rc://fr/ta/man/translate/figs-metaphor]])
PHP	1	9	l1cy	PHP_1_9_l1cy	ἐν ἐπιγνώσει καὶ πάσῃ αἰσθήσει	Ici, **compréhension** fait référence à la compréhension de Dieu. Vous pouvez l’énoncer clairement. Traduction alternative : “à mesure que vous apprenez et comprenez davantage ce qui plaît à Dieu” (pour plus d’information voir : [[rc://fr/ta/man/translate/figs-explicit]])
PHP	1	10	e17g	PHP_1_10_e17g	δοκιμάζειν	Il s’agit d’examiner les choses et de ne prendre que celles qui sont bonnes. Traduction alternative : “peut tester et choisir”
PHP	1	10	s4ec	PHP_1_10_s4ec	τὰ διαφέροντα	“ce qui plaît le plus à Dieu”
PHP	1	10	siv8	PHP_1_10_siv8	εἰλικρινεῖς καὶ ἀπρόσκοποι	Les mots **pur** et **irréprochable** signifient fondamentalement la même chose. Paul les combine pour souligner la pureté morale. Traduction alternative : “complètement irréprochable” (Pour plus d’information voir : [[rc://fr/ta/man/translate/figs-doublet]])
PHP	1	11	lu5n	PHP_1_11_lu5n	πεπληρωμένοι καρπὸν δικαιοσύνης τὸν διὰ Ἰησοῦ Χριστοῦ	Ici, l’expression **être rempli de** est une métaphore signifiant être occupé à faire quelque chose. L’expression **le fruit de la justice** est une métaphore qui fait référence au sens figuré à ce qui caractérise une personne, à savoir ce qu’une personne produit. Cette métaphore est une comparaison entre un bon arbre qui produit de bons fruits et une personne qui est remplie de justice et produit de bonnes actions en conséquence. Ainsi, avec ces deux métaphores, Paul dit aux Philippiens de s’occuper à faire de bonnes actions. Si cela n’est pas clair dans votre langue, vous pouvez le dire clairement. Traduction alternative : “remplir vos vies avec les bonnes actions qui sont” ou “faire habituellement les bonnes œuvres qui sont” (pour plus d’information, voir : [[rc://fr/ta/man/translate/figs-metaphor]])
PHP	1	11	hwg1	PHP_1_11_hwg1	εἰς δόξαν καὶ ἔπαινον Θεοῦ	Cela pourrait signifier : (1) D’autres personnes verront comment ils honorent Dieu. (2) Les gens **loueront** et honoreront Dieu à cause des bonnes choses qu’ils voient qu’ils font. Ces traductions alternatives nécessiteraient une nouvelle phrase.
PHP	1	12	uyc6	PHP_1_12_uyc6		Paul dit que deux choses se sont produites à cause de “l’avancement de l’Évangile”: de nombreuses personnes à l’intérieur et à l’extérieur du palais ont découvert pourquoi il est en prison, et d’autres chrétiens n’ont plus peur de proclamer la bonne nouvelle.
PHP	1	12	yrp2	PHP_1_12_yrp2	δὲ	Ici, le mot **maintenant** marque une nouvelle partie de la lettre.
PHP	1	12	tu2t	PHP_1_12_tu2t	ἀδελφοί	Bien que le terme **frères** soit masculin, Paul utilise le mot ici dans un sens spirituel pour inclure à la fois les hommes et les femmes qui croient en Jésus, parce que tous les croyants en Christ sont membres d’une même famille spirituelle, avec Dieu comme Père céleste. . Traduction alternative : “frères et sœurs” (Pour plus d’information, voir : [[rc://fr/ta/man/translate/figs-gendernotations]])
PHP	1	12	zy4g	PHP_1_12_zy4g	ὅτι τὰ κατ’ ἐμὲ	La phrase **les choses qui me concernent** fait référence à l’emprisonnement de Paul. Si cela pouvait être plus clair dans votre langue, vous pourriez le dire explicitement. Traduction alternative : “que les choses que j’ai souffertes parce que j’ai été mis en prison pour avoir prêché au sujet de Jésus” (Pour plus d’information, voir : [rc://fr/ta/man/translate/figs-explicit])
PHP	1	12	q288	PHP_1_12_q288	μᾶλλον εἰς προκοπὴν τοῦ εὐαγγελίου ἐλήλυθεν	L’expression **avancement de l’Évangile** fait référence au sens figuré à un nombre croissant de personnes entendant et croyant l’Évangile. Traduction alternative : “ont en fait amené plus de gens à entendre l’évangile” (Pour plus d’information, voir: [[rc://fr/ta/man/translate/figs-metaphor]])
PHP	1	13	wi6n	PHP_1_13_wi6n	τοὺς δεσμούς μου φανεροὺς ἐν Χριστῷ γενέσθαι, ἐν ὅλῳ τῷ πραιτωρίῳ καὶ τοῖς λοιποῖς πᾶσιν	Ici, la phrase **En conséquence** montre que ce qui suit cette phrase est le résultat des circonstances de Paul dont il a commencé à parler au verset 12, à savoir son emprisonnement. Envisagez d’utiliser un mot ou une phrase de liaison qui montrera clairement que ce qui suit est le résultat de l’emprisonnement de Paul. (Pour plus d’information, voir : [[rc://fr/ta/man/translate/grammar-connect-logic-result]])
PHP	1	13	h1ly	PHP_1_13_h1ly	τοὺς δεσμούς μου φανεροὺς ἐν Χριστῷ γενέσθαι	Paul se réfère à nouveau à son emprisonnement de manière figurative en utilisant l’expression **mes chaînes**. Voyez comment vous avez traduit cette phrase dans [1:7](../01/07.md). (Pour plus d’information, voir : [[rc://fr/ta/man/translate/figs-metonymy]])
PHP	1	13	f8az	PHP_1_13_f8az	τοὺς δεσμούς μου…ἐν Χριστῷ	Ici, l’expression **mes chaînes en Christ** signifie que Paul est emprisonné à cause de son travail pour la cause de Christ. Si ce serait plus clair dans votre langue, vous pourriez le dire explicitement. Traduction alternative : “mes chaînes pour l’amour du Christ” ou “mes chaînes parce que j’enseigne le Christ aux gens” ou “mes chaînes pour la cause du Christ” (Pour plus d’information, voir : [[rc://fr/ta/man/translate/figs-explicit]])
PHP	1	13	i46j	PHP_1_13_i46j	τοὺς δεσμούς μου	
PHP	1	13	dm1m	PHP_1_13_dm1m	ὅλῳ τῷ πραιτωρίῳ	Il s’agit d’un groupe de soldats qui ont contribué à la protection de l’empereur romain.
PHP	1	14	gy47	PHP_1_14_gy47	ἀφόβως τὸν λόγον λαλεῖν	“de parler sans crainte le message de Dieu”
PHP	1	15	vw1s	PHP_1_15_vw1s	τινὲς μὲν καὶ…τὸν Χριστὸν κηρύσσουσιν	Traduction alternative : “Certaines personnes prêchent la bonne nouvelle de Jésus”
PHP	1	15	f32h	PHP_1_15_f32h	διὰ φθόνον καὶ ἔριν	“parce qu’ils ne veulent pas que les gens m’écoutent, et ils veulent causer des problèmes”
PHP	1	15	v1sb	PHP_1_15_v1sb	τινὲς δὲ καὶ δι’ εὐδοκίαν	“mais d’autres le font parce qu’ils sont gentils et qu’ils veulent aider”
PHP	1	16	qf4p	PHP_1_16_qf4p	οἱ	“ceux qui annoncent le Christ par bonne volonté”
PHP	1	16	ttr2	PHP_1_16_ttr2	εἰς ἀπολογίαν τοῦ εὐαγγελίου κεῖμαι	Vous pourriez dire **Je suis nommé** sous forme active. Traduction alternative : “Dieu m’a nommé” (Pour plus d’information, voir : [rc://fr/ta/man/translate/figs-activepassive])
PHP	1	16	st7k	PHP_1_16_st7k	εἰς ἀπολογίαν τοῦ εὐαγγελίου	Paul parle de l’évangile comme s’il s’agissait d’un lieu ou d’une personne qui pourrait être attaqué. Si cela prête à confusion dans votre langue, vous pouvez utiliser un langage simple. Voyez comment vous avez traduit “défense et confirmation de l’évangile” dans [1:7](../01/07.md). Traduction alternative : “prouver que le message sur Jésus est vrai” (Pour plus d’information, voir : [[rc://fr/ta/man/translate/figs-metaphor]])
PHP	1	17	eq7s	PHP_1_17_eq7s	οἱ δὲ	“mais les autres” ou “mais ceux qui annoncent le Christ par l’envie et les querelles”.
PHP	1	17	z8ty	PHP_1_17_z8ty	τοῖς δεσμοῖς μου	Paul fait référence à son emprisonnement en mentionnant les chaînes qui liaient ses pieds et ses mains. Si cela n’est pas clair dans votre langue, vous pouvez mentionner directement l’emprisonnement. Voyez comment vous avez traduit l’expression **mes chaînes** dans [1:7](../01/07.md) et [1:13](../01/13.md). Traduction alternative : “à cause de mon emprisonnement” (Pour plus d’information, voir : [[rc://fr/ta/man/translate/figs-metonymy]])
PHP	1	18	z5ia	PHP_1_18_z5ia	τί γάρ?	Dans la question rhétorique **Et alors ?**, Paul omet quelques mots qui pourraient être nécessaires dans certaines langues. Si vous souhaitez utiliser une question rhétorique ici, vous pouvez ajouter les mots qui sont sous-entendus mais non énoncés. Cela pourrait être fait de deux façons : (1) comme une question rhétorique qui attend une réponse négative. Traduction alternative : “Qu’importent leurs motivations ?” ou “Alors, quelle différence cela fait-il ?” (2) comme une phrase qui se concentre sur le résultat. Traduction alternative : “Quel est donc le résultat de cela ?” (Voir : [[rc://fr/ta/man/translate/figs-ellipsis]])
PHP	1	18	gcfh	PHP_1_18_gcfh	τί γάρ?	C’est peut-être une expression qui signifie « Cela n’a pas d’importance ». (Pour plus d’information : [[rc://fr/ta/man/translate/figs-idiom]])
PHP	1	18	wnn0	PHP_1_18_wnn0	τί γάρ?	Les mots “dois-je y réfléchir” sont compris comme faisant partie de la question. Traduction alternative : “Que dois-je penser de ceci ?” (Pour plus d’information: [[rc://fr/ta/man/translate/figs-ellipsis]])
PHP	1	18	ah9v	PHP_1_18_ah9v	πλὴν ὅτι παντὶ τρόπῳ, εἴτε προφάσει εἴτε ἀληθείᾳ, Χριστὸς καταγγέλλεται	“Tant que les gens prêchent au sujet du Christ, peu importe qu’ils le fassent pour de bonnes ou de mauvaises raisons”
PHP	1	18	c8tr	PHP_1_18_c8tr	ἐν τούτῳ χαίρω	“Je suis heureux parce que les gens prêchent au sujet de Jésus”
PHP	1	18	cf58	PHP_1_18_cf58	χαρήσομαι	“Je vais célébrer” ou “Je vais me réjouir”.
PHP	1	19	qp81	PHP_1_19_qp81	τοῦτό μοι ἀποβήσεται εἰς σωτηρίαν	“Je vais célébrer” ou “Je vais me réjouir”.
PHP	1	19	h9hf	PHP_1_19_h9hf	μοι…εἰς σωτηρίαν	The word **deliverance** is an abstract noun that refers to one person bringing another person to a safe place. You may have to specify that it is God whom Paul expects to deliver him. Alternate translation: “in my being brought to a safe place” or “in God bringing me to a safe place” (See: [[rc://fr/ta/man/translate/figs-abstractnouns]])
PHP	1	19	x3fs	PHP_1_19_x3fs	διὰ τῆς ὑμῶν δεήσεως, καὶ ἐπιχορηγίας τοῦ Πνεύματος Ἰησοῦ Χριστοῦ	“because you are praying and the Spirit of Jesus Christ is helping me”
PHP	1	19	c48j	PHP_1_19_c48j	τοῦ Πνεύματος Ἰησοῦ Χριστοῦ	“du Saint-Esprit”
PHP	1	20	fh48	PHP_1_20_fh48	κατὰ τὴν ἀποκαραδοκίαν καὶ ἐλπίδα μου	Les expressions **Attente enthousiaste** et **espoir** ont des significations similaires et expriment ensemble une seule idée. Paul utilise ces deux mots ensemble pour souligner la force de son attente. Si vous avez un seul mot ou une seule phrase dans votre langue qui exprime le sens de ces deux mots, envisagez de l’utiliser pour exprimer la force de l’espoir d’une autre manière. Traduction alternative : « attente sincère » ou « espérance certaine » (Pour plus d’information, voir : [[rc://fr/ta/man/translate/figs-doublet]])
PHP	1	20	tk7l	PHP_1_20_tk7l	ἀλλ’ ἐν πάσῃ παρρησίᾳ	**L’attente** et **l’espoir** sont des noms abstraits. Si cela était plus clair dans votre langue, vous pourriez les exprimer ensemble dans une phrase verbale. Traduction alternative : “parce que je crois pleinement” (Pour plus d’information, voir : [[rc://fr/ta/man/translate/figs-abstractnouns]])
PHP	1	20	jz1z	PHP_1_20_jz1z	μεγαλυνθήσεται Χριστὸς ἐν τῷ σώματί μου	L’expression **dans mon corps** est utilisée au sens figuré pour désigner les activités que Paul fait avec son corps. Paul parle de son **corps** car c’est avec son corps terrestre qu’il servira Dieu sur la terre jusqu’à sa mort, comme il l’explique plus en détail dans [1:22-24](../01/22.md). Traduction alternative : “dans tout ce que je fais” (Pour plus d’information, voir : [[rc://fr/ta/man/translate/figs-metonymy]])
